Code,market_cap,price,gross_margin,ps_ratio,per,pbr
204320,1746109202.9629629,59400.0,0.14955043891883035,0.26641037200261747,14.895794389889986,0.9147348367208906
139480,1678234622.148148,81900.0,0.3115389451914001,0.0780684604877438,,0.1629866808967894
004370,1637807679.2592592,432000.0,0.28078446042797617,0.6429815121638363,14.026745922440849,0.7982537265881379
282330,1614444849.3333333,104800.0,0.18689054596255408,0.250553088109346,11.164451683663632,1.734633231920329
007070,1582347743.148148,20100.0,0.24829238945629575,0.18372616331249284,,0.6578398628841705
007340,1542953180.7407408,24500.0,0.26109695209026906,0.6064816302910033,,0.8945083310142891
008770,1540852157.7777777,45050.0,,0.5269469042710611,,1.8493039535573086
018670,1508587911.1111112,225000.0,0.08565405262919422,0.2870098350693721,11.456466681333067,0.6943369784002635
002790,1415892222.2222223,27400.0,0.718188075362712,0.44871017323179585,,0.2673320105980297
457190,1394544981.925926,59100.0,0.09048729950681526,4.666274402741882,,14.526413707101169
073240,1380977231.5777779,5900.0,0.3049856975770408,0.4113517372665792,,0.9138357139049246
103140,1334785981.7777777,107200.0,0.13523475790037753,0.39565179680174595,,0.7984379146817399
001740,1322433786.7407408,4525.0,0.11230069785867856,0.23314876548216004,38.5657481227858,0.8823994717818208
020150,1295560343.851852,30250.0,0.01270055358210691,1.9384899396842008,,0.9745393572642711
000120,1275801460.7407408,97400.0,0.11444159802234066,0.14214458394301935,6.41894030089899,
011210,1275147225.1111112,75500.0,0.06568982870559496,0.21042326636748146,13.295915363167325,0.4276851998876035
007810,1190248548.148148,48450.0,0.01280533175100556,1.142064773056754,,2.3560835063857493
023590,1189599463.1111112,38850.0,0.16621255320586342,0.13813754653627214,1.8832428940248511,0.22354238560466266
006040,1150930984.2962964,41950.0,0.17957497327894692,0.17371607078959517,,
097230,1145747587.2,21050.0,0.05634312886473852,0.8201433765473536,,4.453592056342245
001120,1075231111.1111112,32550.0,0.09058095117904953,0.08724602004558756,5.386295339521051,0.419746283261774
006280,1073862991.7777777,159200.0,0.2868829051410735,0.8629811258129954,,
475150,1073741496.4444444,20700.0,0.17001110257047206,3.636769127199175,,5.7541506746537685
