Code,market_cap,price,gross_margin,ps_ratio,rd_intensity,rev_growth
005930,1102131782026.6667,170000.0,0.3937892286557561,4.459986277990052,,0.1088009331364289
000660,974026565500.0,817000.0,0.6041461532265515,13.535572508528984,,0.4676285061130368
402340,113484211960.0,473500.0,,108.53801406142736,,-0.1444590989042693
009150,71318647514.07408,412500.0,0.2012794642941708,8.509480843749808,,0.0991204638229065
005380,67342554151.111115,459500.0,0.183710144688499,0.4881088068800839,,0.062907301648583
207940,48005430666.666664,1515000.0,0.5037788177533584,14.251757162939144,,0.2308060417857339
028260,43364812400.74074,251000.0,0.1886883701083747,1.4368992807293928,,-0.0323252349214413
000270,41499455713.333336,145100.0,0.1971955123298069,0.4908341872821262,,0.0622824078961847
329180,37902664583.333336,480000.0,0.1686069139073674,2.9105093337366807,,0.2135912494802116
034020,34732648805.333336,94900.0,0.1608236570602342,2.7488226486814655,,0.050811199740283
012330,32764543861.11111,387500.0,0.1444730300717494,0.7237154733570288,,0.0678081020850238
034730,31310426554.814816,308500.0,0.078138950058555,0.3444818742339348,,-0.0056428919594589
068270,30163076978.22222,190156.0,0.5926799460430379,9.782631055522552,,0.1701264863287748
006400,26264913481.48148,419500.0,0.110181576401248,2.672673023715818,,-0.2004260078341792
066570,22393621342.814816,105300.0,0.2436985870743337,0.3446029328728139,0.0306320607441745,0.0664398371538271
267260,21040846207.40741,853000.0,0.3414241743347966,6.962901993732833,,0.2278955790870177
010120,20500000000.0,150400.0,0.211722902205742,5.573121765761541,,0.0909437832577695
009540,17902977121.48148,351000.0,0.1016253721505848,0.9463729626396656,,0.1992078714331817
042660,17885463294.22222,121100.0,0.143958714703047,1.8887904138945688,,0.1862942117288276
015760,16286866397.962963,41250.0,0.1716580751758304,0.2256739939242741,,0.0431530796680937
000150,14850346466.666666,1059000.0,0.1725229069874057,1.0133354169891051,,0.0910646596893575
010140,14373333333.333334,24650.0,0.1290445774988143,1.8219699999799708,,0.0754243064053794
096770,13799716472.296295,112300.0,0.0535498159845737,0.2320116151812538,,0.0811422670063372
064350,13743844303.703705,175600.0,0.2383984399407474,3.177614239893456,,0.3341485198739382
017670,13635190771.925926,76400.0,,1.076511974094948,,-0.0468989653584223
