Sym,Issuer Name,%,gross_margin,ps_ratio,market_cap,rd_intensity,rev_growth,sector
GOOG,Alphabet Inc,1.1%,0.596521670055134,9.403962472458037,3788264030517.578,0.15164197926208367,,Communication Services
NTRA,Natera Inc,1.1%,0.6474874800042149,13.877158930523706,32002268858.428955,0.2706331134971387,,Healthcare
VCYT,Veracyte Inc,1.1%,0.7010258244786278,6.460497518892706,3341013989.4077682,0.13693258177107,,Healthcare
DKNG,DraftKings Inc,1.0%,0.4125142765121954,2.8176489364178763,17059525926.765442,0.07596169806879978,,Consumer Cyclical
RKLB,Rocket Lab Corp,1.0%,0.3442694321525958,68.3373039949933,41125321206.88298,0.44984454942597113,,Industrials
RXRX,Recursion Pharmaceuticals Inc,1.0%,0.04448185307386708,29.092549928816684,2160267294.964283,6.400538684263686,,Healthcare
CRWV,CoreWeave Inc,0.9%,0.7169164246259477,7.011331798196494,35977723626.64795,,,Technology
ABNB,Airbnb Inc,0.9%,0.8295890858589985,6.674572398894149,81703440734.86328,0.1923045502818397,,Consumer Cyclical
NTLA,Intellia Therapeutics Inc,0.8%,,15.452562290746963,1045690342.7771378,5.746346293094531,,Healthcare
BWXT,BWX Technologies Inc,0.8%,0.22913121301890774,4.9274550283203995,15760095348.955673,0.004335571414055355,,Industrials
TTD,The Trade Desk Inc,0.7%,0.7862547319254604,6.2376606176326215,18066036644.27948,0.181315437298276,,Communication Services
PD,PagerDuty Inc,0.7%,0.8462534091434383,3.2622664254543903,1199734362.891532,0.2565878382971549,,Technology
SOFI,SoFi Technologies Inc,0.7%,,9.20571126266257,33263493613.78685,,,Financial Services
AVAV,AeroVironment Inc,0.7%,0.24916530392585803,10.045395503593136,12076916017.86679,0.07819525982462648,,Industrials
LHX,L3Harris Technologies Inc,0.6%,0.25726046192545166,2.48986296352859,54440853697.55261,0.0244683283786874,,Industrials
TRMB,Trimble Inc,0.5%,0.6907423410364341,5.154461472386636,18490599639.89258,0.1758146795640175,,Technology
WGS,GeneDx Holdings Corp,0.5%,0.6974170777402763,8.896599202319207,3803643126.3603516,0.1684665024711196,,Healthcare
GH,Guardant Health Inc,0.5%,0.6446033231468573,13.587377015773125,13343089564.40654,0.37085866799182504,,Healthcare
TOST,Toast Inc,0.5%,0.25889809848854217,3.399218106839437,20915389011.383057,0.06078335771168536,,Technology
PACB,"Pacific Biosciences of California, Inc.",0.5%,0.2861160588731602,3.5290004777340607,564657721.4398384,0.6081497453204587,,Healthcare
DASH,DoorDash Inc,0.5%,0.5087847196908946,7.169808172683288,98348258704.69666,0.10432310271925348,,Consumer Cyclical
PSNL,Personalis Inc,0.4%,0.2265248104755341,11.711866762421678,815708096.269145,0.7216861934298185,,Healthcare
MELI,MercadoLibre Inc,0.4%,0.44502128543245767,3.534326871920869,102117306310.40967,0.07853113210812307,,Consumer Cyclical
PINS,Pinterest Inc,0.3%,0.8006709039129825,4.075330432587424,17205095534.39331,0.33811600687579396,,Communication Services
IRDM,Iridium Communications Inc,0.3%,0.7154816275630722,2.0727450877272866,1806726910.4232788,0.022667120972765725,,Communication Services
SPOT,Spotify Technology SA,0.3%,0.3197951821249855,6.955022185316965,119529011276.85736,0.08105434656115443,,Communication Services
JOBY,Joby Aviation Inc,0.3%,0.4510435189518016,226.09288234090727,12079012239.062971,10.876948993916706,,Industrials
ABSI,Absci Corp,0.3%,,188.85272398391442,528787627.1549604,29.077857142857145,,Healthcare
U,Unity Software Inc,0.3%,0.741713558471666,10.336789919692707,19119422801.379776,0.5025366988745967,,Technology
QCOM,Qualcomm Inc,0.3%,0.5510063075311477,4.053402886603348,181864027313.23242,0.20649920877259456,,Technology
NET,Cloudflare Inc,0.3%,0.745137889154528,32.000247194568935,69374519902.2522,0.23639478453479046,,Technology
CDNA,CareDx Inc,0.3%,0.6755203328023591,2.5256897111129746,959269580.7292633,0.18806756098524244,,Healthcare
SYM,Symbotic Inc,0.3%,0.20038331295858863,3.067479465436986,7331932363.0,0.08863097613853822,,Industrials
SDGR,Schrodinger Inc,0.3%,0.5573711547706053,5.148692117472775,1317390703.4056416,0.6766665754741684,,Healthcare
CERS,Cerus Corp,0.2%,0.5447356803617082,1.920180218623639,395812509.00554657,0.32852575764191083,,Healthcare
LUNR,Intuitive Machines Inc,0.2%,0.02927118938647819,9.503142232400409,1968404856.8815613,0.004398161558812738,,Industrials
RBRK,Rubrik Inc,0.2%,0.7952290180041278,16.309096053022976,15306200809.434433,0.2892924613242096,,Technology
ADPT,Adaptive Biotechnologies Corp,0.2%,0.7423639593322165,9.016585238875154,2497377713.1226845,0.3385455779562128,,Healthcare
IONS,Ionis Pharmaceuticals Inc,0.2%,0.9831028599887678,13.68963851280943,12919048760.923386,0.9702334403577371,,Healthcare
ESLT.TA,Elbit Systems Ltd,0.2%,0.2437766631433874,1074.0835084778828,8526748340657.25,0.06514249882252938,,Industrials
CCO.TO,Cameco Corp,0.2%,0.2786595836278297,15.717809276609064,54728358807.93123,0.011047599135307888,,Energy
GTLB,Gitlab Inc,0.2%,0.8765712657342456,9.09074398126539,6316448914.550781,0.2959218332177162,,Technology
NRIX,Nurix Therapeutics Inc,0.2%,,29.47316223197077,1931287901.5743484,3.7731011644055124,,Healthcare
DDOG,Datadog Inc,0.2%,0.7995549081775629,13.988269211041041,47940008732.772995,0.45181780355618273,,Technology
SNPS,Synopsys Inc,0.2%,0.7582412714867286,15.604079240203495,87365101907.04346,0.34402020553101587,,Technology
KDK,Kodiak AI Inc,0.2%,,504.5574962825941,1915804813.3850098,13.20963918883329,,Technology
ISRG,Intuitive Surgical Inc,0.2%,0.6599600584220096,19.98215851424681,201114430798.33984,0.1303367214124614,,Healthcare
GENI,Genius Sports Ltd,0.2%,0.2297901832591723,4.0542793676521525,2714295439.570072,0.04643392199125004,,Communication Services
BFLY,Butterfly Network Inc,0.2%,0.4685435043181609,9.87831665796353,964232367.3004782,0.3714950159305816,,Healthcare
TDY,Teledyne Technologies Inc,0.2%,0.4275762828269614,3.857206521135153,23588360759.349915,0.051885404061876576,,Technology
NU,NU Holdings Ltd,0.1%,,7.6489211049086965,81283975488.3045,,,Financial Services
FIG,Figma Inc,0.1%,0.8242762751613013,18.159342938175993,19172416362.010956,0.9752904939249167,,Technology
KLAR,Klarna Group PLC,0.1%,0.49373219373219374,3.1093315158110726,10913753620.496864,0.13846153846153847,,Financial Services
AUR,Aurora Innovation Inc,0.1%,-4.666666666666667,2487.039944410324,7461119833.230972,248.33333333333334,,Consumer Cyclical
CAT,Caterpillar Inc,0.1%,0.3177736022133779,3.9269949115724674,265421659078.27148,0.03178031928272352,,Industrials
PRME,Prime Medicine Inc,0.1%,,135.22962731963457,626383633.7445474,34.67962003454232,,Healthcare
Z,Zillow Group Inc,0.1%,0.7413859852884244,6.3504426880575275,16403193463.252594,0.23499806426635694,,Communication Services
ARCT,Arcturus Therapeutics Holdings,0.1%,,2.5911476104454882,174179533.52175617,1.669314648696092,,Healthcare
NFLX,Netflix Inc,0.1%,0.48486575802475956,8.761472606743633,395869932203.5114,0.07505892255668699,,Communication Services
AMGN,Amgen Inc,0.1%,0.6724714973742211,4.729895602795566,173828393298.33984,0.19787216674376207,,Healthcare
GLBE,Global-E Online Ltd,0.1%,0.4533893857274253,6.906438546359437,6645340637.114319,0.12757808968036624,,Consumer Cyclical
ETOR,Etoro Group Ltd,0.1%,0.05488495143890819,0.21079077347257277,2910570543.354866,0.010953684729681236,,Financial Services
INCY,Incyte Corp,0.1%,0.9276244922919403,3.812676863433569,19601894422.71293,0.3987659013133402,,Healthcare
ATAI,Atai Beckley NV,0.1%,,363.36937892203684,1485817390.4122086,12.976766935681095,,Healthcare
VRTX,Vertex Pharmaceuticals Inc,0.1%,0.8624065726212994,9.594748701562784,115149457592.06543,0.3368385091615075,,Healthcare
CAI,Caris Life Sciences Inc,0.1%,0.6639738335435057,9.387011802157817,7622553967.729816,0.12509605532786885,,Healthcare
MASS,908 Devices Inc,0.1%,0.5057743295905476,3.39323801092585,190689796.5,0.2771500258020891,,Healthcare
INTU,Intuit Inc,0.1%,0.807950872656755,11.814725862611796,182773809094.6045,0.15197155785391078,,Technology
VEEV,Veeva Systems Inc,0.1%,0.7590270242777702,15.549241485479751,36686258391.1815,0.24099459175369592,,Healthcare
PYPL,PayPal Holdings Inc,0.1%,0.4662064391655613,1.6089334169371947,53371539306.640625,0.09354274689497166,,Financial Services
ICE,Intercontinental Exchange Inc,0.1%,0.5615506329113924,7.21494605631768,91196918151.85547,,,Financial Services
GRMN,Garmin Ltd,0.1%,0.5874394919121736,5.348428807117097,38752142542.11426,0.15543827847252903,,Technology
QSI,Quantum0Si Inc,0.1%,0.4733169129720854,97.703471042132,238005655.45863354,22.06855500821018,,Healthcare
HON,Honeywell International Inc,0.0%,0.3695717608427965,1.7599653971624172,64317935439.30054,0.04895334519086058,,Industrials
ADSK,Autodesk Inc,0.0%,0.9077919603734045,11.955443335933035,62754122070.3125,0.23299676128786437,,Technology
LAB,Standard BioTools Inc,0.0%,0.4985644138706918,5.795873351367626,494567668.9455509,0.30454348361087996,,Healthcare
XRAY,Dentsply Sirona Inc,0.0%,0.5,0.6199532774220342,2281428060.913086,0.04076086956521739,,Healthcare
SSYS,Stratasys Ltd,0.0%,0.41242093115249084,1.3562539616235596,747434270.758667,0.14027167384622086,,Technology
PTC,PTC Inc,0.0%,0.842327223495178,7.242214604457916,20712176118.225098,0.1615991059899165,,Technology
MSFT,Microsoft Corp,0.0%,0.6858632915702252,11.70984145205144,3576806201053.4688,0.11025264115919634,,Technology
TSEM,Tower Semiconductor Ltd,0.0%,0.23233067535744753,8.437358677842264,13213781174.803482,0.055230048579149274,,Technology
XMTR,Xometry Inc,0.0%,0.39143789231463816,4.44468437326285,3051853631.2134705,0.06814732825539228,,Industrials
TBLA,Taboola.com Ltd,0.0%,0.297854647392314,0.6663392789949074,1274067355.0094228,0.07742725047593146,,Communication Services
LMT,Lockheed Martin Corp,0.0%,0.10152169278328536,1.4585754061899083,109463167083.74023,,,Industrials
PRLB,Proto Labs Inc,0.0%,0.4448039585314569,2.242076058022307,1195311282.5852585,0.0802960645399689,,Industrials
URGN,UroGen Pharma Ltd,0.0%,0.8866269537654389,10.314090555696733,1132363373.928833,0.6112416657558203,,Healthcare
FROG,JFrog Ltd,0.0%,0.7678756768953069,14.04778686031301,7471174963.788872,0.36681896811070996,,Technology
ITRN,Ituran Location and Control Ltd,0.0%,0.49739710269258514,2.2844760435085365,820179442.5685654,0.057951718970650906,,Technology
PLTK,Playtika Holding Corp,0.0%,0.7247223633592219,0.5404478543865722,1489150017.9767609,0.1548595485229005,,Communication Services
TATT,TAT Technologies Ltd,0.0%,0.24772069769401456,3.257179992915937,579826896.4389305,0.007774625733786479,,Industrials
NYAX.TA,Nayax Ltd,0.0%,0.4818833612614345,1500.6880610988605,600925022370.0,0.07481651112670534,,Technology
RSKD,Riskified Ltd,0.0%,0.5166928777441837,2.13649658141693,736317908.8263679,0.2014084343572096,,Technology
PERI,Perion Network Ltd,0.0%,0.3447003707433279,0.8498208842435939,373859152.14263153,0.07876988682213186,,Communication Services
CLBT,Cellebrite DI Ltd,0.0%,0.8419677300677983,9.422223909070386,4481916357.947056,0.23940085142166395,,Technology
NVMI,Nova Ltd,0.0%,0.5737147347704971,11.851628099324612,10436271116.81897,0.16283868418094044,,Technology
CHKP,Check Point Software Technologies Ltd,0.0%,0.8672488442063551,7.189550156599831,19594399996.79718,0.16757173258971161,,Technology
INMD,Inmode Ltd,0.0%,0.7853547281339829,2.512152690086534,930740010.9136105,0.03594920309315915,,Healthcare
ALLT,Allot Ltd,0.0%,0.7113331307050483,4.68839154009255,478183118.3486595,0.2401733452295746,,Technology
RDWR,Radware Ltd,0.0%,0.8081101947361271,3.444037628353052,1039386447.9735527,0.2576501111689138,,Technology
RDCM,RADCOM Ltd,0.0%,0.759518281254371,3.0356791022194245,217032841.73407555,0.27800934344140765,,Communication Services
MDWD,MediWound Ltd,0.0%,0.19187452090335516,13.971195433046592,236937503.34903717,0.8443894097529335,,Healthcare
AUDC,AudioCodes Ltd,0.0%,0.6499568410937933,0.936471657192025,230001184.8929901,0.21412924870930442,,Technology
GILT,Gilat Satellite Networks Ltd,0.0%,0.29523288690311456,2.115271597559976,955377223.939146,0.10328855746728159,,Technology
FVRR,Fiverr International Ltd,0.0%,0.8157012269411871,1.6551068436747989,713200434.9010639,0.21040173215226415,,Communication Services
CAMT,Camtek Ltd,0.0%,0.5045981228531342,9.82482759482861,4873821874.621819,0.09745561128223322,,Technology
SMWB,SimilarWeb Ltd,0.0%,0.7954635527246993,2.304836776631039,651346873.0759315,0.25690728945506014,,Technology
MNDY,Monday.com Ltd,0.0%,0.8919648343299538,6.127686000384457,7549290769.415649,0.2603894327664759,,Technology
KALU,Kaiser Aluminum Corp,0.0%,0.1311592054550845,0.5462076569154674,1842358426.7758713,8.894159501927067e-05,,Basic Materials
ODD,Oddity Tech Ltd,0.0%,0.7269375336484557,2.8565594553648928,2313367535.570526,,,Consumer Defensive
DDD,3D Systems Corp,0.0%,0.33870334089769505,0.6660042264533726,257678367.2232628,0.1680968307219916,,Technology
VLN,Valens Semiconductor Ltd,0.0%,0.6242123893805309,2.07194864846106,146331373.29756236,0.6039646017699115,,Technology
WIX,Wix.com Ltd,0.0%,0.6807130198831536,2.8664000949838835,5712861510.907059,0.3238769440112712,,Technology
PGY,Pagaya Technologies Ltd,0.0%,0.4060535572854605,1.3593080612663624,1714550989.3057747,0.05962939443021356,,Technology
MBLY,Mobileye Global Inc,0.0%,0.47729672650475186,4.491012554064294,8505977777.397772,0.6077085533262936,,Consumer Cyclical
ALGN,Align Technology Inc,0.0%,0.6718803439138491,2.7617317439334554,11143488164.42871,0.09167640653051676,,Healthcare
NNOX,Nano0X Imaging Ltd,0.0%,-0.9821058290453882,14.964490828790366,194852635.08167934,1.4773058904846017,,Healthcare
MOG-A,Moog Inc,0.0%,0.2740574497195813,1.9058688578233243,7718458217.560638,0.023383657169412004,,Industrials
UPS,United Parcel Service Inc,0.0%,0.18080102863716854,0.9211224316219553,81667635910.03418,,,Industrials
AME,AMETEK Inc,0.0%,0.3604103759487083,6.334021245658411,46878825985.5824,,,Industrials
GE,GE Aerospace,0.0%,0.31489074017533913,7.026215542039424,322180087464.6757,0.03447899856064902,,Industrials
LECO,Lincoln Electric Holdings Inc,0.0%,0.3624500148003675,3.0856569901262496,13061595296.175385,,,Industrials
ATI,ATI Inc,0.0%,0.2195143218380782,3.400593779898891,15599883905.908173,,,Industrials
CRS,Carpenter Technology Corp,0.0%,0.28852358794959754,5.320672001675261,15665654574.53247,,,Industrials
KMT,Kennametal Inc,0.0%,0.31051323789799273,1.055156278457691,2142331274.1851807,,,Industrials
KODK,Eastman Kodak Co,0.0%,0.21702525724976612,0.7708175900051591,824004003.7155151,0.03086997193638915,,Industrials
HXL,Hexcel Corp,0.0%,0.22957917524684512,2.941880104729225,5571626730.34668,0.02977981942024394,,Industrials
REGN,Regeneron Pharmaceuticals Inc,0.0%,0.8535372902272205,5.673908987349466,81380309214.65466,0.40943602758159087,,Healthcare
JBL,Jabil Inc,0.0%,0.09046545007176543,0.9983440399526596,24344619414.245605,0.0007381587041213861,,Technology
MMM,3M Co,0.0%,0.39911014911014914,3.370353949430043,84083590330.38072,0.04685746352413019,,Industrials
EMN,Eastman Chemical Co,0.0%,0.21069469835466179,0.8130492620717324,7115807141.651802,0.02913619744058501,,Basic Materials
AVNT,Avient Corp,0.0%,0.3115146310042329,0.8638665073496058,2816377587.2611847,,,Basic Materials
MTRN,Materion Corp,0.0%,0.17274971313425316,1.4406123545834968,2573726002.0811462,0.014520164562984524,,Basic Materials
Q,Qnity Electronics Inc,0.0%,0.4621371476651241,3.5936912161522216,17084408041.587662,0.0744636095919226,,Technology
DD,DuPont de Nemours Inc,0.0%,0.3128500823723229,2.6884929641043334,16319152292.113304,0.019934102141680395,,Basic Materials
